ï..customerID,Cust_ID,Gender,DOB,Age,SeniorCitizen,Dependents,Partner,Tenure,Mobile_Service,Dual_Sim,Internet_Mode,VOD_Streaming,Plan,PaymentMethod,Per_Month_Charge,Var_Charge,TotalCharges,Churn
3391-JSQEW,RV19,Male,10/17/1981,37,0,No,Yes,38,Yes,No,DSL,No,Month-to-month,Mailed check,727,57,784,No
0343-QLUZP,HE45,Male,7/29/1967,51,0,No,No,14,No,No phone service,DSL,No,Two year,Bank transfer (automatic),654,60,714,No
9763-PDTKK,WY45,Female,3/7/1980,39,0,No,No,11,Yes,No,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),783,54,837,Yes
2176-LVPNX,WS37,Female,6/5/1956,63,1,No,No,20,Yes,Yes,DSL,Yes,Two year,Mailed check,294,81,375,No
7627-JKIAZ,GT32,Female,11/9/1987,31,0,No,Yes,19,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),749,53,802,Yes
3312-UUMZW,UX23,Male,3/12/1960,59,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),505,98,603,No
1271-UODNO,BK45,Male,1/20/1974,45,0,No,No,7,Yes,Yes,DSL,No,Two year,Credit card (automatic),328,90,418,No
8461-EFQYM,XH96,Female,8/1/1961,57,0,No,No,32,Yes,Yes,No,No internet service,One year,Electronic check,382,64,446,No
6900-RBKER,HK80,Male,1/8/1984,35,0,No,No,31,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),824,98,922,No
6891-JPYFF,AV20,Female,6/5/1965,54,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),957,64,1021,No
1459-QNFQT,DC98,Male,6/28/1983,35,0,Yes,Yes,9,No,No phone service,DSL,Yes,Two year,Bank transfer (automatic),443,51,494,No
1047-NNCBF,FO36,Male,2/7/2000,19,0,No,No,25,Yes,No,Fiber optic,No,Month-to-month,Credit card (automatic),252,60,312,No
3696-XRIEN,VI97,Female,9/26/1972,46,0,No,No,26,Yes,Yes,DSL,Yes,One year,Credit card (automatic),491,78,569,No
4081-DYXAV,AI92,Female,3/1/1984,35,0,No,No,28,No,No phone service,DSL,Yes,One year,Credit card (automatic),491,78,569,Yes
0074-HDKDG,YA13,Male,1/21/1970,49,0,Yes,Yes,26,Yes,No,DSL,No,One year,Bank transfer (automatic),562,88,650,No
8791-GFXLZ,JV11,Male,4/27/1965,54,0,No,No,12,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),339,77,416,No
8111-SLLHI,ZL45,Male,3/26/1957,62,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,682,58,740,Yes
0927-LCSMG,KF75,Male,11/21/1985,33,0,No,No,14,Yes,No,Fiber optic,No,Month-to-month,Mailed check,734,85,819,Yes
9330-DHBFL,AS96,Female,8/25/1957,61,0,Yes,Yes,19,Yes,No,DSL,No,One year,Mailed check,370,89,459,No
0098-BOWSO,BR39,Male,4/30/1973,46,0,No,No,2,Yes,No,No,No internet service,Month-to-month,Electronic check,412,84,496,No
3452-ABWRL,XV95,Male,10/18/1957,61,1,No,No,36,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),281,73,354,No
5859-HZYLF,PQ38,Male,2/15/1988,31,0,Yes,Yes,3,Yes,No,No,No internet service,Two year,Credit card (automatic),387,75,462,No
8257-RZAHR,LI29,Female,4/7/1955,64,0,No,Yes,2,Yes,Yes,DSL,No,Month-to-month,Bank transfer (automatic),440,67,507,Yes
5293-WXJAK,MD28,Female,12/28/1957,61,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),746,67,813,Yes
3156-QLHBO,WG50,Male,1/9/1989,30,0,Yes,No,24,Yes,No,No,No internet service,Month-to-month,Mailed check,247,95,342,No
2208-NQBCT,KN67,Female,8/14/1988,30,0,Yes,Yes,23,Yes,No,Fiber optic,No,Month-to-month,Electronic check,790,90,880,No
1779-PWPMG,AC99,Female,6/30/1958,60,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),515,73,588,No
6621-NRZAK,AE49,Female,7/22/1968,50,0,Yes,Yes,2,Yes,No,No,No internet service,Two year,Credit card (automatic),983,98,1081,No
0831-JNISG,YY80,Male,3/30/1970,49,0,Yes,Yes,16,Yes,No,No,No internet service,Two year,Mailed check,836,79,915,No
0774-IFUVM,DW93,Male,3/17/1985,34,0,Yes,Yes,39,Yes,Yes,DSL,No,Month-to-month,Bank transfer (automatic),538,50,588,No
3082-WQRVY,LY97,Male,8/29/1958,60,1,No,Yes,39,Yes,No,No,No internet service,One year,Mailed check,362,87,449,No
9553-DLCLU,OU85,Female,9/20/1977,41,0,Yes,No,8,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),414,85,499,No
1641-BYBTK,KB30,Male,12/31/1968,50,0,Yes,No,27,Yes,No,No,No internet service,Month-to-month,Mailed check,711,54,765,No
2460-NGXBJ,FR93,Male,7/5/1956,62,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),949,60,1009,No
2446-ZKVAF,UK26,Male,6/20/1974,44,0,No,Yes,16,Yes,Yes,DSL,No,Month-to-month,Credit card (automatic),919,85,1004,No
0841-NULXI,AU77,Male,11/9/1994,24,0,No,No,2,No,No phone service,DSL,Yes,Month-to-month,Electronic check,691,83,774,Yes
3522-CDKHF,PO79,Female,12/19/1957,61,0,No,Yes,31,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),385,66,451,No
1430-SFQSA,IH89,Male,8/21/1981,37,0,No,No,9,No,No phone service,DSL,No,One year,Mailed check,935,78,1013,No
0411-EZJZE,EX13,Female,12/18/1972,46,0,No,No,12,Yes,Yes,DSL,No,Month-to-month,Electronic check,555,77,632,No
7851-WZEKY,IX11,Female,7/31/1965,53,0,No,No,28,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,225,83,308,Yes
8844-TONUD,IG86,Male,12/30/1962,56,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Month-to-month,Mailed check,296,51,347,Yes
8807-ARQET,QU80,Female,1/17/1983,36,0,No,No,33,No,No phone service,DSL,Yes,Month-to-month,Electronic check,275,81,356,No
8992-CEUEN,UO80,Female,3/4/1981,38,0,No,No,11,Yes,No,No,No internet service,Month-to-month,Electronic check,614,83,697,No
4320-QMLLA,CV16,Male,1/4/1967,52,0,No,No,26,Yes,No,DSL,No,Month-to-month,Mailed check,821,65,886,No
8777-PVYGU,RH89,Female,1/5/1996,23,0,No,Yes,29,Yes,No,DSL,No,One year,Mailed check,519,93,612,No
8292-ITGYJ,SF58,Female,6/21/1981,37,0,Yes,Yes,9,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),596,79,675,No
6870-ZWMNX,OW75,Male,12/27/1978,40,0,No,Yes,2,Yes,Yes,DSL,No,Two year,Credit card (automatic),642,51,693,No
0621-CXBKL,RW94,Female,10/21/1988,30,0,No,No,1,Yes,No,No,No internet service,Two year,Mailed check,864,51,915,No
5268-DSMNQ,QT33,Female,3/8/1958,61,1,No,Yes,3,Yes,Yes,Fiber optic,No,One year,Credit card (automatic),339,53,392,No
5334-JLAXU,NJ54,Female,2/16/1983,36,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),686,95,781,No
4086-YQSNZ,RA82,Female,11/28/1958,60,1,No,Yes,34,Yes,No,Fiber optic,No,Month-to-month,Electronic check,827,93,920,Yes
6242-MBHPK,AI20,Female,7/30/1957,61,1,No,Yes,36,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,854,85,939,No
5868-CZJDR,CI41,Male,3/8/1981,38,0,Yes,No,32,No,No phone service,DSL,No,Month-to-month,Mailed check,717,86,803,Yes
9359-UGBTK,NF42,Female,3/7/1991,28,0,No,No,39,Yes,No,DSL,Yes,One year,Bank transfer (automatic),887,95,982,No
0135-NMXAP,YN99,Female,11/14/1960,58,0,No,No,3,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),675,52,727,Yes
4782-OSFXZ,OF45,Female,3/26/1958,61,1,No,Yes,28,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),354,79,433,No
6479-OAUSD,MU25,Male,7/3/1985,33,0,No,No,27,Yes,No,No,No internet service,One year,Credit card (automatic),896,80,976,No
7129-ACFOG,PG77,Female,10/2/1991,27,0,No,No,33,Yes,Yes,DSL,No,Month-to-month,Electronic check,946,88,1034,No
4189-NAKJS,AL16,Male,4/17/1959,60,0,No,No,6,Yes,Yes,DSL,No,One year,Credit card (automatic),862,68,930,No
5562-BETPV,OE65,Male,10/3/1961,57,0,Yes,Yes,30,Yes,No,No,No internet service,One year,Mailed check,923,52,975,No
1282-IHQAC,JL60,Male,2/3/1958,61,1,No,No,12,No,No phone service,DSL,No,One year,Credit card (automatic),811,80,891,No
9127-FHJBZ,WP71,Male,9/5/1986,32,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,853,67,920,No
6270-OMFIW,QR67,Male,12/22/1997,21,0,No,Yes,1,Yes,No,Fiber optic,Yes,One year,Electronic check,232,87,319,Yes
1641-RQDAY,VV40,Female,2/16/1956,63,1,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,997,79,1076,No
0107-WESLM,SC76,Male,9/27/1959,59,0,No,No,27,Yes,No,No,No internet service,Month-to-month,Electronic check,462,72,534,Yes
6994-ORCWG,WR94,Female,9/17/1984,34,0,No,No,8,Yes,Yes,DSL,No,One year,Mailed check,619,97,716,No
1346-UFHAX,CU39,Female,6/22/1988,30,0,No,No,24,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),813,64,877,No
3992-YWPKO,ZA86,Female,11/25/1989,29,0,No,No,23,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),855,71,926,Yes
2933-XEUJM,RR32,Female,2/3/1974,45,0,No,No,21,Yes,Yes,DSL,Yes,Two year,Mailed check,879,56,935,No
0125-LZQXK,SK34,Male,12/31/1993,25,0,No,No,30,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,295,51,346,Yes
5461-QKNTN,VF79,Male,10/8/1956,62,1,No,Yes,40,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,249,78,327,No
4835-YSJMR,XG49,Male,1/25/1992,27,0,No,No,25,Yes,No,DSL,No,Two year,Bank transfer (automatic),282,53,335,No
8399-YNDCH,SD36,Male,2/24/1958,61,1,No,No,28,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),750,89,839,Yes
3164-YAXFY,SY26,Male,3/18/1989,30,0,No,No,33,No,No phone service,DSL,Yes,Month-to-month,Electronic check,280,60,340,No
0887-WBJVH,RW44,Female,1/21/1983,36,0,No,Yes,25,Yes,No,Fiber optic,Yes,One year,Electronic check,484,62,546,No
4660-IRIBM,RW25,Male,6/3/1975,44,0,Yes,Yes,33,Yes,No,Fiber optic,No,Month-to-month,Mailed check,273,60,333,No
5673-FSSMF,WZ56,Female,7/16/1955,63,0,No,No,24,Yes,Yes,DSL,Yes,Month-to-month,Electronic check,563,87,650,Yes
7670-ZBPOQ,NV90,Female,8/3/1988,30,0,No,Yes,16,Yes,Yes,DSL,No,One year,Bank transfer (automatic),537,98,635,No
8089-UZWLX,XG77,Female,1/18/1956,63,1,No,No,37,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),342,98,440,No
0080-OROZO,RF62,Female,12/25/1993,25,0,No,No,32,Yes,No,Fiber optic,Yes,One year,Electronic check,719,90,809,No
3916-NRPAP,PQ80,Male,1/30/1965,54,0,No,No,19,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),227,61,288,No
6807-SIWJI,UO32,Male,1/31/1970,49,0,No,No,9,Yes,Yes,Fiber optic,Yes,One year,Electronic check,287,87,374,No
8221-HVAYI,TX81,Male,5/4/1981,38,0,Yes,Yes,36,Yes,Yes,DSL,No,Two year,Credit card (automatic),439,72,511,No
1579-KLYDT,OZ97,Male,11/23/1970,48,0,No,No,31,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,951,84,1035,Yes
5232-NXPAY,VZ20,Female,2/8/1973,46,0,No,No,32,Yes,No,DSL,Yes,Two year,Mailed check,968,56,1024,No
8967-SZQAS,SA69,Female,10/8/1957,61,0,No,No,20,Yes,No,DSL,No,Month-to-month,Electronic check,834,83,917,No
4468-KAZHE,MO24,Female,6/3/1957,62,1,No,Yes,8,Yes,No,DSL,Yes,Month-to-month,Electronic check,604,83,687,No
0455-ENTCR,UI60,Male,1/23/1972,47,0,No,Yes,7,Yes,Yes,DSL,Yes,Two year,Electronic check,398,69,467,No
8944-AILEF,PB11,Male,4/21/1959,60,0,No,Yes,33,Yes,No,No,No internet service,Month-to-month,Credit card (automatic),719,53,772,No
5542-NKVRU,WY41,Female,12/30/1969,49,0,No,No,15,Yes,No,No,No internet service,Two year,Bank transfer (automatic),817,96,913,No
7126-RBHSD,HE17,Female,4/3/1968,51,0,No,Yes,40,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,641,89,730,No
5370-IIVVL,MB97,Male,5/1/1957,62,0,No,No,31,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),901,68,969,No
6789-HJBWG,AW41,Female,12/15/1985,33,0,No,No,24,Yes,No,DSL,No,Month-to-month,Electronic check,350,82,432,No
3927-NLNRY,ZC23,Male,10/5/1955,63,0,No,Yes,6,Yes,No,Fiber optic,Yes,One year,Bank transfer (automatic),200,66,266,Yes
9087-EYCPR,CH94,Female,12/28/1967,51,0,No,No,17,Yes,Yes,No,No internet service,Two year,Mailed check,947,51,998,No
6791-YBNAK,AV62,Male,4/3/1984,35,0,Yes,Yes,15,No,No phone service,DSL,No,Month-to-month,Credit card (automatic),473,98,571,No
6358-LYNGM,UR91,Male,9/16/1983,35,0,No,No,7,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,856,80,936,Yes
6077-BDPXA,TR93,Female,5/25/1976,43,0,No,No,33,Yes,No,Fiber optic,No,Month-to-month,Electronic check,704,58,762,No
0013-MHZWF,IX81,Female,4/11/1964,55,0,Yes,No,11,Yes,No,DSL,Yes,Month-to-month,Credit card (automatic),645,68,713,No
5494-HECPR,QK37,Female,5/27/1989,30,0,No,No,15,Yes,No,Fiber optic,No,Month-to-month,Electronic check,511,77,588,Yes
8268-YDIXR,FN53,Male,8/5/1959,59,0,No,Yes,18,Yes,Yes,Fiber optic,No,One year,Electronic check,859,77,936,No
9824-BEMCV,NM70,Male,8/23/1962,56,0,Yes,Yes,31,Yes,No,Fiber optic,No,Month-to-month,Electronic check,222,77,299,Yes
1373-ORVIZ,BE75,Female,2/10/1983,36,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Month-to-month,Electronic check,303,93,396,Yes
4291-SHSBH,BY78,Male,5/11/1991,28,0,No,No,22,Yes,No,Fiber optic,No,Month-to-month,Electronic check,706,89,795,No
6980-IMXXE,QZ31,Female,10/9/1959,59,0,Yes,Yes,32,Yes,No,No,No internet service,Two year,Bank transfer (automatic),510,76,586,No
9866-QEVEE,TH46,Male,9/28/1974,44,0,No,No,10,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),403,74,477,Yes
9897-KXHCM,EH78,Female,2/9/1970,49,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,306,76,382,Yes
0040-HALCW,SB92,Male,1/24/1978,41,0,Yes,Yes,29,Yes,No,No,No internet service,Two year,Credit card (automatic),929,72,1001,No
0784-GTUUK,OL25,Male,2/19/1965,54,0,No,Yes,6,Yes,Yes,No,No internet service,One year,Credit card (automatic),659,99,758,No
7979-CORPM,DU26,Male,11/28/1966,52,0,No,No,18,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),437,63,500,Yes
2294-DMMUS,HI44,Female,1/21/1968,51,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Month-to-month,Credit card (automatic),527,94,621,No
0872-JCPIB,QY21,Male,5/9/1958,61,0,No,No,21,Yes,Yes,DSL,Yes,Month-to-month,Bank transfer (automatic),521,80,601,No
3055-MJDSB,GE11,Male,10/21/1986,32,0,No,No,13,No,No phone service,DSL,No,Month-to-month,Mailed check,394,70,464,No
9091-WTUUY,BU42,Male,10/12/1973,45,0,Yes,Yes,7,Yes,No,DSL,No,Two year,Mailed check,503,50,553,No
1618-CFHME,QC23,Female,8/9/1981,37,0,No,No,5,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,915,88,1003,Yes
3165-HDOEW,RN62,Male,4/1/1968,51,0,Yes,Yes,13,Yes,No,DSL,No,Month-to-month,Mailed check,975,70,1045,Yes
6581-NQCBA,VM25,Female,4/5/1990,29,0,No,Yes,1,No,No phone service,DSL,Yes,Month-to-month,Electronic check,321,94,415,Yes
7115-IRDHS,MQ28,Female,12/25/1988,30,0,No,Yes,33,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),781,74,855,No
8496-DMZUK,QW53,Male,3/11/1998,21,0,No,No,20,Yes,Yes,Fiber optic,No,One year,Bank transfer (automatic),647,56,703,No
2040-VZIKE,IY84,Female,12/29/1978,40,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Month-to-month,Mailed check,943,76,1019,No
9068-VPWQQ,OP96,Male,8/15/1991,27,0,No,Yes,17,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),239,81,320,No
0178-SZBHO,TY86,Male,10/30/1979,39,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,974,54,1028,No
0384-RVBPI,PB79,Male,3/20/1961,58,0,No,No,36,Yes,No,DSL,Yes,Month-to-month,Credit card (automatic),419,85,504,No
1689-MRZQR,LF10,Male,2/5/1988,31,0,Yes,Yes,39,Yes,No,Fiber optic,No,Month-to-month,Electronic check,367,69,436,Yes
1299-AURJA,AH47,Female,4/5/1988,31,0,Yes,Yes,21,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),533,56,589,No
4525-VZCZG,BR55,Male,5/9/1963,56,0,Yes,No,32,Yes,No,Fiber optic,Yes,One year,Electronic check,939,71,1010,No
1543-LLLFT,GE23,Male,1/26/1956,63,1,No,Yes,15,Yes,Yes,Fiber optic,No,One year,Mailed check,329,93,422,No
5835-BEQEU,ZM77,Male,9/28/1970,48,0,No,No,24,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,753,90,843,Yes
2788-CJQAQ,TY99,Male,4/12/1957,62,0,No,No,9,Yes,No,No,No internet service,One year,Mailed check,785,97,882,No
5565-FILXA,AI39,Female,1/9/1957,62,1,No,No,10,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,278,80,358,Yes
0319-QZTCO,HI53,Female,4/16/1955,64,0,Yes,Yes,11,Yes,No,DSL,No,Month-to-month,Credit card (automatic),967,66,1033,No
2120-SMPEX,AJ65,Male,4/25/1970,49,0,No,No,26,Yes,No,No,No internet service,Month-to-month,Mailed check,467,99,566,No
0096-FCPUF,MD32,Male,6/25/1992,26,0,No,No,28,Yes,Yes,DSL,Yes,Month-to-month,Mailed check,424,89,513,No
0668-OGMHD,IU35,Female,11/21/1983,35,0,No,Yes,34,No,No phone service,DSL,No,Month-to-month,Electronic check,806,73,879,No
5552-ZNFSJ,SO74,Male,5/1/1983,36,0,No,No,26,Yes,No,DSL,No,Month-to-month,Electronic check,807,73,880,Yes
2223-KAGMX,WF33,Female,9/30/1978,40,0,No,No,28,Yes,No,No,No internet service,Month-to-month,Bank transfer (automatic),358,80,438,Yes
6507-ZJSUR,QS18,Male,3/26/1956,63,1,No,Yes,8,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,759,74,833,No
9408-HRXRK,VF78,Female,3/31/1980,39,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,749,53,802,No
5593-SUAOO,PI40,Female,4/19/1979,40,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,One year,Bank transfer (automatic),519,95,614,No
7321-PKUYW,XF56,Female,10/18/1956,62,0,No,No,16,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,653,58,711,Yes
2833-SLKDQ,OM71,Male,8/22/1984,34,0,No,No,3,Yes,No,DSL,No,Month-to-month,Mailed check,594,61,655,Yes
6766-HFKLA,LN70,Female,10/31/1980,38,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),840,75,915,No
7595-EUIVN,QK41,Female,3/14/1967,52,0,No,No,5,Yes,No,Fiber optic,No,Month-to-month,Electronic check,490,68,558,Yes
7617-EYGLW,CW92,Male,8/15/1959,59,0,No,No,25,Yes,No,No,No internet service,Month-to-month,Electronic check,793,94,887,No
2026-TGDHM,QU93,Female,8/7/1986,32,0,No,No,17,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,692,55,747,Yes
9220-ZNKJI,MZ11,Female,8/24/1956,62,1,No,Yes,8,Yes,No,Fiber optic,No,Two year,Credit card (automatic),803,69,872,No
4030-VPZBD,BY85,Female,7/15/1979,39,0,No,No,37,No,No phone service,DSL,No,Month-to-month,Electronic check,653,93,746,Yes
2226-ICFDO,SG64,Female,1/18/1977,42,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),735,91,826,No
0723-VSOBE,RZ40,Female,6/10/1955,64,1,No,No,6,No,No phone service,DSL,Yes,One year,Electronic check,944,87,1031,No
5529-GIBVH,BN70,Female,12/23/1997,21,0,No,No,23,Yes,No,No,No internet service,Two year,Mailed check,384,54,438,No
4187-CINZD,FQ13,Female,3/13/1957,62,1,No,No,36,Yes,No,Fiber optic,Yes,One year,Credit card (automatic),751,91,842,Yes
9992-UJOEL,VS23,Male,11/25/1989,29,0,No,No,30,Yes,No,DSL,No,Month-to-month,Mailed check,272,88,360,No
4741-WWJQZ,TZ26,Female,4/4/1974,45,0,No,Yes,28,Yes,No,Fiber optic,No,Month-to-month,Electronic check,756,72,828,No
6625-UTXEW,LZ20,Female,1/12/1983,36,0,No,Yes,4,Yes,No,DSL,No,Month-to-month,Electronic check,808,67,875,No
6818-WOBHJ,WB23,Female,10/11/1957,61,1,No,Yes,30,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),559,84,643,Yes
6244-BESBM,DN23,Male,3/26/1993,26,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Two year,Credit card (automatic),477,82,559,No
1004-NOZNR,QN62,Male,1/1/1955,64,1,Yes,No,15,Yes,No,Fiber optic,Yes,One year,Credit card (automatic),256,98,354,No
1251-STYSZ,PO32,Female,5/27/1958,61,1,No,No,33,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,583,51,634,No
2612-PHGOX,LH76,Male,11/28/1983,35,0,No,Yes,22,Yes,Yes,DSL,No,Two year,Bank transfer (automatic),384,76,460,No
2408-TZMJL,RR44,Male,6/30/1993,25,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,One year,Electronic check,647,52,699,Yes
8480-PPONV,EJ42,Male,1/7/1989,30,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),260,60,320,No
8780-IHCRN,CU43,Male,7/8/1955,63,0,Yes,Yes,9,Yes,Yes,No,No internet service,Two year,Credit card (automatic),477,87,564,No
4598-ZADCK,SY71,Female,11/13/1967,51,0,No,No,25,No,No phone service,DSL,No,One year,Electronic check,691,59,750,No
1257-SXUXQ,PB55,Male,3/27/1977,42,0,Yes,Yes,19,Yes,No,No,No internet service,Month-to-month,Mailed check,262,75,337,No
9681-KYGYB,VP87,Male,10/28/1956,62,1,No,Yes,16,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,488,89,577,No
7182-OVLBJ,IW58,Female,12/8/1980,38,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),553,71,624,No
5095-ETBRJ,SN79,Female,2/10/1960,59,0,No,Yes,29,Yes,No,DSL,No,Two year,Mailed check,206,67,273,No
7005-CYUIL,GX16,Female,6/28/1955,63,1,No,Yes,1,Yes,No,Fiber optic,No,Two year,Electronic check,496,85,581,No
4821-WQOYN,WB56,Female,12/31/1963,55,0,Yes,Yes,20,Yes,No,No,No internet service,Two year,Credit card (automatic),534,69,603,No
4730-AWNAU,AV82,Male,4/11/1982,37,0,Yes,Yes,25,No,No phone service,DSL,Yes,One year,Credit card (automatic),505,73,578,No
3452-FLHYD,EK47,Male,6/12/1967,52,0,No,Yes,36,Yes,No,No,No internet service,One year,Bank transfer (automatic),807,61,868,No
2388-LAESQ,RB78,Female,1/14/1955,64,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),657,95,752,No
9531-NSBMR,QR27,Female,11/22/1999,19,0,No,No,16,Yes,No,No,No internet service,One year,Bank transfer (automatic),958,73,1031,No
6260-ONULR,YQ92,Male,3/8/1996,23,0,No,No,4,Yes,No,DSL,Yes,Month-to-month,Mailed check,386,92,478,No
4389-UEFCZ,EF52,Female,7/17/1985,33,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,578,90,668,No
8711-LOBKY,AS98,Male,2/6/1976,43,0,Yes,Yes,39,Yes,No,No,No internet service,Two year,Mailed check,565,76,641,No
9134-CEQMF,UM87,Male,12/25/1955,63,1,No,Yes,12,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,790,59,849,Yes
8985-OOPOS,OH98,Female,4/23/1986,33,0,No,No,36,Yes,No,DSL,Yes,One year,Credit card (automatic),419,81,500,No
8800-ZKRFW,DP66,Female,8/25/1983,35,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,863,52,915,No
2616-FLVQC,EY57,Male,9/17/1974,44,0,No,No,20,Yes,No,No,No internet service,Two year,Mailed check,549,74,623,No
9968-FFVVH,BW31,Male,8/25/1991,27,0,No,No,33,Yes,Yes,DSL,No,One year,Bank transfer (automatic),497,82,579,No
3108-PCCGG,LU97,Male,9/13/1956,62,1,No,Yes,32,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),464,59,523,No
7993-PYKOF,XC50,Male,5/21/1980,39,0,No,Yes,33,Yes,No,Fiber optic,No,Month-to-month,Electronic check,818,98,916,Yes
8390-FESFV,CN25,Female,11/28/1966,52,0,No,No,4,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),923,60,983,No
3022-BEXHZ,LZ59,Male,6/25/1972,46,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),290,78,368,No
5027-XWQHA,HK65,Male,4/7/1955,64,0,No,No,27,Yes,No,DSL,No,Month-to-month,Electronic check,859,55,914,Yes
6248-TKCQV,ZI72,Female,1/3/1966,53,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Two year,Bank transfer (automatic),977,77,1054,No
6729-GDNGC,CX67,Female,2/8/1957,62,1,No,No,22,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),841,86,927,No
6198-ZFIOJ,AJ34,Female,4/14/1974,45,0,No,No,28,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,675,50,725,No
5989-OMNJE,SK81,Female,11/3/1960,58,0,Yes,Yes,21,No,No phone service,DSL,Yes,One year,Electronic check,250,54,304,No
4566-QVRRW,JA88,Female,4/20/1959,60,0,No,Yes,17,Yes,No,DSL,No,Month-to-month,Electronic check,527,84,611,Yes
1291-CUOCY,QQ69,Male,3/19/1971,48,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),813,53,866,No
9795-SHUHB,FK71,Female,5/23/1982,37,0,Yes,Yes,6,Yes,No,DSL,No,Two year,Credit card (automatic),627,68,695,No
